country,year,imports_usd,exports_usd,currency,observations,avg_rate,start_rate,end_rate,annual_change_pct,volatility_pct,min_rate,max_rate,remittances_usd,gdp_usd,gdp_growth_pct,inflation_pct,current_account_pct_gdp,reserves_usd
Ghana,2015,14687476669.332,13755564937.275,GHS,258,3.748113178294574,3.2024,3.8138,19.09193105171123,0.9285636030215076,3.2008,4.373,4982442361.78623,49436806230.4839,2.12075933817334,17.1499695007878,-5.7116156025854,5742645886.29529
Ghana,2016,12855057026.135,12031925300.375,GHS,259,3.9391814671814673,3.8138,4.2491,11.41381299491322,0.4590886165639061,3.7976,4.261,2979934204.38383,56144179397.8516,3.37346574966936,17.4546347070868,-5.04424020618629,5866729596.16504
Ghana,2017,,,GHS,257,4.391152140077821,4.2586,4.5065,5.821161884187287,0.4399366452435134,4.1511,4.6457,3536410000.0,60385409434.8567,8.12889488100956,12.3719215507048,-3.31643027470143,7015187159.64987
Ghana,2018,11880470763.49,17099588399.661,GHS,259,4.674253667953668,4.523,4.8377,6.957771390669909,0.366451794701033,4.4071,4.9022,3520566623.36831,67259353965.6087,6.20007768127284,7.80876516610703,-3.03986602950099,6294851564.02725
Ghana,2019,10439795453.291,16768275189.922,GHS,261,5.317749808429119,4.8643,5.6641,16.44224246037458,0.8847017552464878,4.8539,5.678,4053694728.81048,68352629246.1555,6.5077747939152,7.14364003330857,-2.72699375813964,7563210340.92838
Ghana,2020,,,GHS,262,5.730274427480916,5.6601,5.8794,3.874489850002649,0.6277633386110552,5.3008,5.9187,4291956800.55746,70008243859.8666,0.513941670628171,9.88728956269944,-3.04816313374944,7884091538.70727
Ghana,2021,17848192165.582,14823232488.086,GHS,260,5.9117380769230765,5.8954,6.1354,4.070970587237488,0.3881495253429031,5.7369,6.1655,1955950652.58157,79514204730.3979,5.07646643533542,9.9710886750444,-2.8205574143058,9916916899.67781
Ghana,2022,17962659788.548,17378757386.89,GHS,258,8.924343410852712,6.1445,9.6555,57.14053218325332,2.1001475310302484,6.1445,14.6806,2128085082.98706,73919003212.1998,3.80484978178042,31.2558951049016,-2.33126484632356,5205457212.278
Ghana,2023,16394367827.129,16874662286.131,GHS,256,11.58558046875,10.0223,11.9614,19.347854284944567,1.5588359802062184,10.0223,12.8662,2454335867.96485,80547146875.9526,3.14009100080186,38.1069656296501,-0.911884130701339,3623904994.58702
Ghana,2024,17529789635.643,20643931879.07,GHS,259,14.41182277992278,11.9639,14.5909,21.95772281613855,0.5425985554166558,11.9412,16.3546,3027416789.17939,83288585604.0268,5.84746854280382,22.8483281157842,1.91923157284388,4472457558.56406
Ghana,2025,20166910856.186,31975161923.111,GHS,258,12.566572480620154,14.5909,10.4701,-28.24226058707824,0.96976228133612,10.2383,15.6824,2422884615.85255,114209905278.717,5.95441714756899,14.2046755548989,8.22096928515243,
Kenya,2015,16058041798.93,5906821405.92,KES,365,98.18906849315069,90.65,102.44,13.006067291781577,0.2077059310168542,90.65,106.03,1569267849.83759,70120446896.8359,4.96772112759767,6.58215429284779,-6.30459656347733,7514864907.05536
Kenya,2016,14113435915.77,5697559391.24,KES,366,101.51360655737706,102.41,102.26,-0.1464700712820899,0.0872042708367982,100.51,102.57,1744639174.70127,74815144163.8931,4.21351706814744,6.29724953814625,-5.3970086381703,7553884912.6237
Kenya,2017,16690197046.812,5747414819.789,KES,365,103.39087671232876,102.32,103.1,0.762314308053158,0.0736243276307857,102.32,104.02,1962273106.47771,82036510877.2599,3.83795817364721,8.00564967709945,-6.99683322084959,7325420063.33911
Kenya,2018,17376721272.03,6050420682.217,KES,365,101.30635616438356,103.16,101.8,-1.3183404420317957,0.10815452451658,100.05,103.4,2720366061.45974,92202979985.2863,5.64794640709219,4.6898064677633,-5.41106679141752,8164380806.22987
Kenya,2019,17210001018.47,5836255973.92,KES,365,101.99739726027398,101.8,101.4,-0.3929273084479323,0.1309474406567571,99.64,104.37,2838192215.41576,100378436207.371,5.11415885767801,5.23963795764792,-5.23852935907811,9115806005.21186
Kenya,2020,15407437140.087,6021954588.7,KES,366,106.4683606557377,101.41,109.39,7.869046445123762,0.1775847961266874,100.4,111.58,3107932253.39579,100657505750.545,-0.272766327438816,5.40516207933392,-3.2691100706529,8297263558.90541
Kenya,2021,19594117729.988,6751366221.034,KES,365,109.63641095890412,109.4,113.11,3.391224862888476,0.1017830190353522,106.57,113.11,3770089638.54768,109703658904.994,7.59048947333467,6.10793603659176,-4.59900811539261,9490896580.9297
Kenya,2022,21100881275.088,7371116494.654,KES,364,117.86282967032967,113.11,123.33,9.03545221465829,0.0759654656868268,113.1,123.34,4059710201.31201,114448978152.637,4.85998104287999,7.65986268272224,-4.19995258299621,7969488013.00049
Kenya,2023,18604452437.681,7158109332.771,KES,365,139.83180821917807,123.35,156.83,27.142278070531024,0.092473084639765,123.33,156.84,4227611606.30686,107500884685.013,5.71999241214208,7.67139634029402,-2.54552534327702,7341776189.84466
Kenya,2024,20203122341.75,8255797029.967,KES,366,134.7675136612022,156.78,129.14,-17.62979971935197,0.3488495836388733,128.13,162.98,4999830478.63973,120397537849.826,4.66019594571891,4.48978854243448,-1.28724447407872,10066607177.351
Kenya,2025,,,KES,365,129.09276712328767,129.14,128.86,-0.2168189561715716,0.0596765931851782,128.66,129.85,,135941278878.815,4.63261093844984,4.06912878540729,,12394288741.4979
Nigeria,2015,33830878655.195,48433351369.653,NGN,258,197.28949612403105,182.94,198.61,8.565649939871012,0.622949934349257,178.32,203.27,20626046924.0079,493026682800.63,2.65269329541779,9.00943498007706,-3.13140101186134,29011450144.31
Nigeria,2016,35194301007.0,32883045467.0,NGN,259,256.42822393822394,198.6,307.65,54.90936555891237,1.8158057549251143,197.27,330.42,19697938003.8912,404649125252.16,-1.61686894903467,15.6968126387972,1.25472098152786,28020197619.3379
Nigeria,2017,31270090265.079,44466366757.115,NGN,257,310.0976653696498,305.79,305.23,-0.1831322149187353,1.6335994563718272,305.14,365.71,22037016831.8378,375745731053.427,0.805886619091581,16.5022662139641,3.60982550121524,40499220796.3652
Nigeria,2018,43011519138.034,62399696340.418,NGN,258,306.8222093023256,305.63,306.34,0.2323070379216529,0.4825411713663972,304.63,311.91,24311022415.6069,421739251509.08,1.92275734199798,12.0951065173432,1.72693303668361,43719362674.791
