country,year,gdp_usd,gdp_growth_pct,inflation_pct,current_account_pct_gdp,reserves_usd
Ghana,2015,49436806230.4839,2.12075933817334,17.1499695007878,-5.7116156025854,5742645886.29529
Ghana,2016,56144179397.8516,3.37346574966936,17.4546347070868,-5.04424020618629,5866729596.16504
Ghana,2017,60385409434.8567,8.12889488100956,12.3719215507048,-3.31643027470143,7015187159.64987
Ghana,2018,67259353965.6087,6.20007768127284,7.80876516610703,-3.03986602950099,6294851564.02725
Ghana,2019,68352629246.1555,6.5077747939152,7.14364003330857,-2.72699375813964,7563210340.92838
Ghana,2020,70008243859.8666,0.513941670628171,9.88728956269944,-3.04816313374944,7884091538.70727
Ghana,2021,79514204730.3979,5.07646643533542,9.9710886750444,-2.8205574143058,9916916899.67781
Ghana,2022,73919003212.1998,3.80484978178042,31.2558951049016,-2.33126484632356,5205457212.278
Ghana,2023,80547146875.9526,3.14009100080186,38.1069656296501,-0.911884130701339,3623904994.58702
Ghana,2024,83288585604.0268,5.84746854280382,22.8483281157842,1.91923157284388,4472457558.56406
Ghana,2025,114209905278.717,5.95441714756899,14.2046755548989,8.22096928515243,
Kenya,2015,70120446896.8359,4.96772112759767,6.58215429284779,-6.30459656347733,7514864907.05536
Kenya,2016,74815144163.8931,4.21351706814744,6.29724953814625,-5.3970086381703,7553884912.6237
Kenya,2017,82036510877.2599,3.83795817364721,8.00564967709945,-6.99683322084959,7325420063.33911
Kenya,2018,92202979985.2863,5.64794640709219,4.6898064677633,-5.41106679141752,8164380806.22987
Kenya,2019,100378436207.371,5.11415885767801,5.23963795764792,-5.23852935907811,9115806005.21186
Kenya,2020,100657505750.545,-0.272766327438816,5.40516207933392,-3.2691100706529,8297263558.90541
Kenya,2021,109703658904.994,7.59048947333467,6.10793603659176,-4.59900811539261,9490896580.9297
Kenya,2022,114448978152.637,4.85998104287999,7.65986268272224,-4.19995258299621,7969488013.00049
Kenya,2023,107500884685.013,5.71999241214208,7.67139634029402,-2.54552534327702,7341776189.84466
Kenya,2024,120397537849.826,4.66019594571891,4.48978854243448,-1.28724447407872,10066607177.351
Kenya,2025,135941278878.815,4.63261093844984,4.06912878540729,,12394288741.4979
Nigeria,2015,493026682800.63,2.65269329541779,9.00943498007706,-3.13140101186134,29011450144.31
Nigeria,2016,404649125252.16,-1.61686894903467,15.6968126387972,1.25472098152786,28020197619.3379
Nigeria,2017,375745731053.427,0.805886619091581,16.5022662139641,3.60982550121524,40499220796.3652
Nigeria,2018,421739251509.08,1.92275734199798,12.0951065173432,1.72693303668361,43719362674.791
Nigeria,2019,668219992686.575,2.20842927835211,11.3964223378115,-2.04801100744941,39382191478.7729
Nigeria,2020,598586817817.392,-6.36889840468527,13.2460234276598,-2.67061135743947,38028751517.615
Nigeria,2021,609147716965.348,1.109252540249,16.9528457221608,-0.534215770600622,41727503547.2316
Nigeria,2022,646950257575.455,4.31882949157136,18.8471877843274,0.15744623858689,36809762970.197
Nigeria,2023,487387801877.803,3.31590368111438,24.659550203114,1.31788745938512,33452495121.7329
Nigeria,2024,252261880140.271,4.07106650147703,33.2416590552749,7.5441345734549,40405994024.7986
Nigeria,2025,290794361542.112,4.01336180700973,23.0101235833333,4.82784315736378,46024916767.4055
South_Africa,2015,346709790458.563,1.32186223678229,4.51869094892506,-4.31028688643789,45887065756.7249
South_Africa,2016,323585509674.481,0.664552307858116,6.60290842394872,-2.63361451678797,47180127300.8565
South_Africa,2017,381448814653.456,1.15794695181735,5.18618655524149,-2.37436753188649,50722891363.2361
South_Africa,2018,405260723892.517,1.55678384721676,4.50987264867388,-3.00051939426576,51642041966.6735
South_Africa,2019,389330032224.269,0.25993557687633,4.10285075461156,-2.6199906748304,55055893656.867
South_Africa,2020,337974655408.055,-6.1689177146757,3.23238831615113,2.00352275153333,55008491995.5568
South_Africa,2021,419986284375.368,4.85864865060148,4.61874544887136,3.7724136934501,57597149617.2517
South_Africa,2022,407596043067.885,2.05813661692193,7.03987272546482,-0.296182598127432,60553113006.2544
South_Africa,2023,381440724491.232,0.80610455095804,6.0752438457966,-1.10356312207881,62491675820.3129
South_Africa,2024,401144998373.585,0.534843531905139,4.36115246518962,-0.64279979707505,65434957159.2265
South_Africa,2025,427184325997.307,1.11462608103956,3.20550474112603,-0.422766754018983,76023398333.6109
Tanzania,2015,47413919817.124,6.16062877406682,5.58816952959298,-5.52237840763772,4080762377.72074
Tanzania,2016,49774409374.4538,6.86711619644551,5.17476629301493,-2.44600098634938,4350687047.93764
Tanzania,2017,53274884532.7886,6.72726996832438,5.31871605228931,-2.77322833378381,5887869884.67437
Tanzania,2018,57003712892.0858,5.50267599384966,3.49445848856181,-4.05016373285836,5049646420.4773
Tanzania,2019,61026731925.9213,5.79999999996723,3.46428057999021,-2.19612703390999,
Tanzania,2020,66068737786.0639,1.99196460647855,3.29029062798325,-2.2076089771516,
Tanzania,2021,70655628147.8986,4.32138429480482,3.69091958802199,-3.36035890344051,
Tanzania,2022,75749121846.9703,4.56600576430955,4.35027204269101,-7.2373333204952,
Tanzania,2023,79030935638.1317,5.06952353203394,3.79923291384916,-3.74610299942785,
Tanzania,2024,79235713444.9777,5.5263138305945,3.05694676312373,-3.00342879227062,
Tanzania,2025,90143496090.4411,5.85286828692739,3.32697361316105,,
Uganda,2015,32387183730.1002,5.18785986002466,5.58968606251725,-5.16028723789941,2908876773.27382
Uganda,2016,29203988696.2626,4.78100029254482,5.70637504616212,-2.85393787294637,3097848069.80846
Uganda,2017,30744473841.424,3.13140551723596,5.20971705914209,-4.88278660173815,3720863721.20488
Uganda,2018,32927025619.6795,6.30392378262997,2.61601190952274,-6.32983605256251,3233114649.90299
Uganda,2019,35353061003.4359,6.43874503276439,2.867588034469,-7.44419073613669,3246999026.90564
Uganda,2020,37600368241.6657,2.95130642218098,3.31332289544502,-9.56958764500258,3912651478.07551
Uganda,2021,40529788748.6737,3.53658034070898,2.20457204757414,-8.89448758335781,4878616030.6679
Uganda,2022,45565333210.9108,4.58802192181773,7.1957888597581,-8.91897823001289,4080407824.1636
Uganda,2023,48768955863.3175,5.33697295511469,5.35094804280395,-7.43279149697524,3939109256.17839
Uganda,2024,53911907079.0485,6.05558075875589,3.32338033691819,-7.7752151397725,3482906765.58962
Uganda,2025,61985829288.1496,6.33181157677313,3.58082784438067,,
